InvoiceNo,OrderValue,OrderSize
558924,318.03,245
558925,17.4,12
558926,440.71,189
558927,324.17,181
558933,289.95,67
558959,351.14,126
558963,1088.5,622
558964,449.81,363
558970,129.64000000000001,107
558990,51.36,40
558991,123.73,104
558992,351.69,261
558993,504.98,365
558994,349.54,98
558995,311.82,213
558996,137.98000000000002,44
558999,221.52,139
559000,235.63,104
559001,300.8,106
559002,72.0,200
559004,632.44,228
559005,302.18,166
559006,307.6,146
559009,689.58,262
559010,205.60000000000002,21
559011,694.57,291
559013,467.7,606
559014,305.5,213
559015,396.9,143
559016,672.9,150
559017,455.16999999999996,294
559018,160.42000000000002,43
559020,18.740000000000002,13
559021,532.94,230
559023,737.04,984
559024,210.10000000000002,110
559025,214.79999999999998,94
559026,75.0,60
559027,642.02,510
559028,330.6,234
559029,19.919999999999998,24
559032,2156.44,1502
559034,369.85,260
559035,139.68,93
559036,662.35,321
559038,3643.81,732
559039,466.25,71
559040,146.13,23
559041,117.84,18
559042,281.74,37
559043,580.94,97
559044,426.2,460
559045,178.74,114
559046,54.9,14
559047,1278.1,1342
559048,768.0,1920
559050,600.72,1120
559051,1477.98,549
559052,4178.58,1562
559055,3872.9,1372
559056,356.99,303
559057,561.34,400
559058,719.06,522
559060,302.20000000000005,260
559061,197.24,135
559062,553.92,948
559063,173.86,178
559064,318.66,200
559068,197.87,85
559070,110.55,75
559091,224.84,110
559092,197.22,99
559095,431.57,301
559096,647.9200000000001,1036
559097,109.0,90
559098,605.76,288
559106,148.95,66
559107,127.53,114
559108,223.68,192
559109,215.85,82
559110,594.0,120
559111,61.8,84
559112,215.25,99
559113,85.0,100
559120,380.45,248
559121,308.18,313
559122,521.34,778
559123,253.26000000000002,188
559124,366.6,128
559125,437.38,211
559126,14.5,10
559127,301.9,145
559128,193.29,103
559129,167.5,74
559130,412.2,244
559131,202.1,93
559132,255.95,257
559133,704.01,582
559134,1056.62,597
559135,134.5,103
559137,5.2,8
559138,215.74,173
559139,477.9,515
559141,683.91,380
559142,381.17,109
559143,67.79,24
559144,312.75,161
559145,2825.1,3242
559146,615.3000000000001,244
559148,96.0,64
559150,224.79,59
559151,473.7,60
559152,76.95,53
559153,321.14,168
559154,108.4,34
559155,221.0,394
559156,79.62,24
559157,307.03,167
559158,345.65,259
559160,235.82,150
559161,7.35,4
559162,1618.34,683
559163,1799.93,649
559164,587.46,406
559165,39.239999999999995,12
559166,1.44,24
559167,532.21,276
559168,145.96,76
559169,311.46,711
559170,179.35,86
559171,377.61,195
559172,65.4,12
559173,416.62,216
559174,503.8,720
559185,19.799999999999997,12
559187,46.75,11
559199,382.36,148
559200,361.11,233
559201,95.75,23
559202,781.03,725
559203,830.0000000000001,200
559204,909.24,540
559205,246.36,252
559206,128.16,109
559237,372.0,216
559254,300.03,154
559255,768.0,1920
559256,819.0,456
559289,433.25,255
559293,28.880000000000003,15
559295,303.76,144
559296,0.0,574
559297,428.49,416
559298,739.64,298
559299,229.14000000000001,200
559300,208.62,148
559301,336.8,164
559302,117.8,28
559304,27.84,8
559305,142.1,69
559306,171.45000000000002,82
559307,370.15,272
559308,306.42,194
559310,944.1600000000001,630
559311,1837.92,760
559312,97.5,12
559313,225.20000000000002,58
559315,430.00000000000006,101
559316,276.6,143
559317,285.83,137
559318,177.21,261
559319,10.08,24
559320,134.86,88
559321,422.72,245
559322,2609.0,1372
559323,203.6,128
559324,158.39999999999998,148
559325,219.78,164
559326,208.89,134
559327,203.46,96
559328,275.76,360
559329,205.1,318
559330,400.1,303
559331,349.92,214
559332,130.2,40
559333,23.04,192
559335,0.0,72
559336,113.96000000000001,116
559337,2184.93,672
559338,2339.28,823
559339,90.6,84
559340,308.58000000000004,66
559341,443.2,214
559342,611.22,327
559343,4.25,1
559346,202.16,140
559349,292.82,184
559350,346.38,179
559352,126.44999999999999,27
559353,63.75,5
559354,365.05,219
559355,112.71,59
559356,869.9,390
559357,2215.25,581
559358,180.39,449
559359,109.9,92
559360,114.54,68
559361,253.69999999999996,98
559362,683.64,399
559363,157.81,71
559364,761.9200000000001,412
559366,413.96,196
559367,303.14,140
559368,225.95,125
559369,326.77,185
559370,185.51,223
559371,218.27,52
559372,626.88,282
559401,185.81,95
559418,579.26,325
559419,438.0,224
559420,225.72,80
559421,318.05,160
559422,284.75,137
559424,649.85,433
559436,110.49,209
559441,329.24,200
559455,251.9,264
559456,17.4,12
559457,765.4200000000001,312
559458,104.95,2
559459,454.28,270
559460,300.86,234
559462,314.85,139
559463,28.35,5
559464,419.91,832
559465,3609.8,1568
559466,82.04,186
559469,252.37,109
559471,238.9,290
559472,9.2,2
559477,305.75,85
559488,741.5999999999999,111
559489,252.82999999999998,53
559490,15.75,2
559491,646.04,119
559492,267.79,43
559493,569.11,86
559494,279.2,52
559496,55.28,9
559497,544.3199999999999,84
559499,2295.74,460
559501,29.6,10
559504,35.33,21
559505,535.85,255
559506,2382.68,915
559507,98.06,55
559508,103.97,30
559509,31.74,20
559510,727.32,456
559511,2.37,3
559512,329.46000000000004,185
559513,243.22,178
559514,214.79,33
559515,136.32,30
559516,282.12,60
559517,82.64,12
559518,367.33,70
559519,870.0,600
559520,9.9,2
559521,626.93,463
559522,5.95,1
559523,117.86,44
559524,45.0,12
559525,391.52,214
559526,115.72,61
559527,149.02,67
559528,455.95,224
559529,430.05,251
559532,13.01,29
559535,244.12,136
559536,198.56,235
559537,115.44999999999999,87
559538,269.49,135
559539,337.58,148
559541,52.199999999999996,36
559542,412.62,446
559543,38.98,34
559544,37.88,40
559545,288.42,181
559546,909.6,308
559547,381.37,242
559548,297.65,795
559549,280.7,318
559550,150.75,64
559551,111.23,69
559552,267.0,123
559553,322.15,175
559554,1778.5,782
559555,232.6,924
559556,34.68,12
559557,1217.64,1026
559605,346.76,76
559606,114.11,68
559607,532.48,241
559609,126.6,132
559629,216.71,85
559636,47.550000000000004,9
559637,1236.48,1712
559638,251.68,264
559639,457.26,180
559640,533.0200000000001,142
559641,365.02,376
559652,327.2,200
559653,165.07,91
559654,865.62,358
559656,178.38000000000002,126
559657,21.96,44
559658,30.0,24
559660,1080.65,1352
559661,213.70000000000002,42
559662,299.7,154
559665,312.9,166
559668,301.26,406
559669,307.97,157
559671,114.95,55
559672,550.4,489
559673,1212.26,665
559674,351.7,247
559676,1180.12,462
559677,15.0,4
559678,214.25,66
559679,793.88,372
559680,421.24,244
559682,32.95,25
559684,373.40000000000003,138
559685,78.6,49
559686,141.98,119
559687,168.95,377
559688,5.8,4
559689,66.75,48
559690,850.46,430
559691,795.5600000000001,498
559692,28.009999999999998,23
559693,2421.13,936
559694,9.100000000000001,4
559696,156.85,53
559697,72.38,29
559698,631.65,489
559699,192.8,77
559700,1752.06,646
559701,1305.6,512
559702,696.72,152
559703,857.7,1066
559704,471.43,266
559706,347.29,240
559707,484.86,100
559708,116.55000000000001,57
559709,884.4,1024
559710,191.60000000000002,125
559711,204.35,89
559715,304.5,406
559733,309.07,318
559745,113.07,47
559746,365.28,241
559751,207.41,146
559768,197.52000000000004,72
559774,119.19,69
559782,302.92,156
559783,302.04,432
559784,834.52,312
559790,326.4,128
559791,527.3,170
559793,24.380000000000003,23
559794,446.08,405
559795,35.0,28
559796,1722.05,400
559797,267.04,252
559798,100.32,192
559799,88.37,13
559800,239.63,40
559801,348.56,43
559802,666.8199999999999,99
559804,393.31,334
559805,3.95,1
559806,490.11,271
559807,501.37,236
559809,235.71,142
559810,243.64999999999998,203
559811,305.1,146
559812,377.74,351
559813,753.66,392
559814,370.16,238
559815,757.6,752
559816,3405.4,1169
559817,1839.58,652
559818,515.3,386
559819,256.7,117
559821,131.45,25
559822,12.75,1
559823,52.8,32
559824,263.38,164
561904,304.56,252
561905,178.5,118
561906,660.45,471
561907,211.14000000000001,250
561908,120.5,60
561909,301.14,250
561910,498.48,122
561911,1089.18,651
561912,181.16,218
561913,8.29,7
561914,182.66,134
561915,781.19,575
561916,250.0,2
561917,228.94,89
561922,174.64,80
561923,748.32,476
561925,306.1,316
561926,1866.43,812
561928,29.700000000000003,6
561933,678.47,434
561936,204.0,16
561952,59.39999999999999,28
561955,35.1,18
561967,174.88,77
561968,229.0,74
561969,206.69,153
561995,306.02,383
562002,800.76,172
562011,422.07,207
562014,321.29,237
562015,57.3,30
562017,759.56,172
562018,687.0,916
562019,457.6,220
562021,249.0,136
562023,258.75,131
562024,1580.52,413
562025,227.0,84
562029,2327.0,1300
562031,3226.13,1632
562032,584.9100000000001,277
562033,340.74,146
562034,777.95,267
562035,438.16,264
562036,99.60000000000001,24
562037,336.40000000000003,159
562038,219.2,137
562039,85.8,52
562040,1487.6,1048
562042,919.61,485
562043,406.09,283
562044,114.78,583
562045,477.91,325
562046,4008.62,2529
562047,16.7,3
562049,267.71999999999997,172
562050,19.919999999999998,24
562053,376.02,1126
562085,970.58,486
562087,124.11,66
562088,228.96000000000004,216
562092,457.86,278
562093,326.22,138
562094,69.6,48
562095,168.05,145
562096,189.94,222
562098,20.8,10
562099,423.3,261
562100,362.52000000000004,131
562101,1595.48,944
562102,1490.82,906
562103,24.599999999999998,30
562104,3358.63,767
562105,174.10999999999999,113
562106,122.47,81
562107,500.24,728
562108,116.01,89
562109,465.56,292
562112,165.24,110
562113,1674.5,424
562114,1270.42,304
562120,321.5,398
562123,870.0,600
562125,111.35,30
562127,201.77,339
562128,444.21999999999997,274
562129,988.34,360
562130,275.88,137
562131,490.87,287
562132,583.24,396
562133,112.09,76
562136,168.0,126
562137,221.04,187
562138,647.75,153
562140,95.85,43
562141,441.18,66
562143,2353.0,1460
562145,341.58,152
562146,614.78,272
562148,218.27,138
562150,301.92,170
562152,205.1,98
562153,1004.88,762
562155,162.0,648
562156,310.02,346
562157,767.0699999999999,332
562158,536.58,219
562161,264.55,201
562162,158.43,69
562163,308.43,245
562166,595.26,524
562173,460.43,171
562199,174.0,91
562200,658.38,176
562201,166.72,40
562202,526.22,218
562203,839.76,464
562204,258.17,184
562205,310.33,113
562207,1202.22,699
562208,3.95,1
562209,412.35,153
562210,617.4499999999999,389
562211,148.78,290
562213,384.34000000000003,322
562214,301.17,169
562216,99.1,42
562217,318.24,158
562218,1106.96,873
562219,1221.56,674
562220,304.42,108
562222,832.5,634
562224,611.24,712
562225,4.75,3
562233,114.77,28
562255,14.040000000000001,36
562256,399.6,109
562257,148.72,88
562258,191.82,119
562259,85.2,72
562260,452.8,327
562261,119.52000000000001,48
562262,66.0,40
562263,208.65,135
562264,1490.62,371
562269,251.94,154
562270,594.0,120
562271,200.32,110
562272,83.10000000000001,54
562273,788.87,152
562274,360.81,145
562275,511.03,281
562276,954.0,538
562277,190.35,461
562282,2022.6,1320
562283,615.5,365
562284,324.52,368
562285,612.0,960
562286,913.3,580
562287,78.56,33
562290,132.05,47
562313,496.24,230
562332,579.0,500
562339,167.26,167
562340,407.38,210
562341,192.28,195
562342,199.74,126
562343,376.32,1208
562344,151.2,720
562345,1505.64,1524
562346,422.82,382
562347,167.32,78
562348,5162.74,3005
562349,173.70000000000002,6
562350,39.9,2
562351,198.0,150
562353,2317.0,1312
562354,193.36,392
562355,133.20000000000002,40
562365,117.3,39
562366,117.47999999999999,108
562368,299.52,260
562369,749.45,245
562370,1062.84,556
562371,788.04,525
562372,754.8000000000001,216
562373,318.5,98
562374,4345.1,2270
562376,300.36,275
562377,799.94,506
562378,943.07,675
562379,203.78,126
562380,396.81,165
562381,638.02,456
562387,312.95,289
562388,168.31,149
562389,199.7,214
562392,476.29999999999995,196
562393,1019.44,476
562416,301.93,64
562417,1691.3799999999999,526
562418,367.32,176
562419,249.13,124
562420,1691.32,523
562421,74.4,264
562422,62.63999999999999,88
562424,12.75,1
562426,29.700000000000003,6
562427,311.02,155
562428,6.6,4
562429,423.84000000000003,136
562430,270.52,472
562431,47.29,29
562432,716.0,386
562433,1016.04,621
562434,229.5,30
562435,225.14000000000001,34
562436,2.25,3
562437,447.93,309
562439,18841.48,11848
562440,204.0,48
562441,161.4,32
562442,98.16,64
562443,622.5,150
562444,372.24,267
562445,355.56,190
562446,118.80000000000001,24
562447,492.0,112
562448,1327.55,905
562449,250.32,162
562450,650.0,323
562451,206.9,52
562452,233.22,158
562453,234.54000000000002,122
562454,312.14,262
562455,320.3,210
562456,402.02,304
562457,593.35,1232
562458,480.0,384
562459,757.2,408
562460,245.82999999999998,169
562461,260.62,157
562462,520.1,214
562465,630.5,361
562466,251.26,200
562467,205.1,109
562468,125.0,100
562490,155.8,40
562516,390.0,134
562517,347.13,208
562518,272.56,153
562519,172.42000000000002,82
562520,180.3,163
562521,340.06,154
562523,304.20000000000005,260
562524,301.41,225
562525,100.21000000000001,75
562526,166.36,70
562527,307.8,134
562528,946.75,457
562529,29.58,30
562530,16.92,5
562531,102.1,58
562532,17.85,3
562533,16.5,10
562534,809.11,388
562535,319.32,249
562536,6.6,4
562537,771.75,421
562538,502.02,110
562539,336.52,192
562540,817.44,494
562541,985.92,288
562542,314.69,368
562543,463.90000000000003,216
562545,137.76,196
562549,498.17,282
562550,90.0,24
562551,205.27,131
562552,9.899999999999999,6
562553,1689.6599999999999,579
562555,301.36,240
562558,811.01,659
562560,1572.73,744
562562,299.42,201
562563,302.28,268
562564,234.35,133
562565,121.11,50
562566,303.9,154
562567,100.4,140
562568,107.4,60
562569,104.50999999999999,85
562570,375.1,301
562571,126.63,30
562572,107.63999999999999,132
562573,78.21000000000001,54
562574,611.59,410
562575,225.81,107
562576,228.57999999999998,145
562578,79.0,16
562579,606.41,305
562580,262.45,99
562581,113.79,59
562583,141.17,379
562584,204.15,83
562585,106.0,100
562586,316.38,186
562587,1444.66,844
562588,1.95,1
562589,107.64,64
562590,53.519999999999996,72
562591,46.559999999999995,48
562592,263.19,298
562593,662.03,461
562595,142.5,102
562596,325.51,292
562598,309.06,178
562599,194.51,83
562600,169.10000000000002,83
562602,981.38,550
562603,106.91,123
562604,301.59999999999997,270
562605,416.65,273
562606,19.919999999999998,24
562607,645.35,346
562608,3315.0699999999997,1905
562609,175.2,16
562610,1282.0,1132
562611,809.82,492
562612,226.93,211
562614,24.88,13
562615,254.8,202
562616,347.64,452
562619,159.92,109
562621,364.26,194
562649,211.85,51
562650,80.0,2
562652,714.33,365
562670,829.96,603
562680,241.01,180
562688,1519.99,993
562701,480.6,224
562708,347.75,157
562710,598.88,474
562711,300.31,124
562712,425.25,315
562713,576.84,244
562715,2138.62,529
562716,1388.92,628
562717,1480.41,377
562718,169.4,84
562719,53.95,8
562720,36.89,26
562721,242.84,208
562722,1109.34,808
562725,358.49,155
562727,462.06,168
562729,102.98,35
562730,477.46000000000004,662
562732,307.56,269
562733,984.39,447
562767,282.23,95
562768,257.48,124
562769,190.8,100
562770,1256.95,708
562771,657.4,192
562772,641.85,192
562774,326.4,128
562775,494.6,248
562776,174.65,35
562777,356.0,160
562778,213.6,60
562779,356.42,196
562780,159.64,134
562781,335.28,280
562782,115.5,70
562783,251.96,274
562784,224.12,71
562787,208.34,1
562788,368.5,206
562789,12341.21,7807
562790,157.5,375
562791,367.46,355
562792,105.99000000000001,130
562804,674.7,314
562805,3.59,1
562806,105.1,36
562807,1124.19,1003
562809,109.63,29
562810,60.0,16
562812,52.02,18
562838,382.85,317
562839,123.21000000000001,69
562840,150.74,59
562841,392.06,228
562842,245.8,58
562843,1718.73,436
562844,757.0699999999999,68
562846,4318.93,1046
562847,315.72,172
562849,307.22,278
562850,2388.2,1324
562851,90.4,92
562852,392.17,217
562853,213.15,338
562854,304.96,136
562878,120.84,78
562879,45.0,36
562880,4105.9400000000005,2630
562881,409.61,265
562882,292.69,62
562883,6.300000000000001,3
562885,65.25,51
562886,120.71000000000001,127
562888,335.15,249
562890,355.45,272
562891,107.1,58
562892,302.25,191
562893,521.44,307
562894,248.35,197
562902,115.92999999999999,55
562907,319.97,162
562908,457.25,245
562912,205.32,149
562913,241.92000000000002,220
562914,203.59,83
562916,38.28,16
562917,432.0,600
562918,520.54,290
562919,15.0,12
562920,40.599999999999994,22
562922,721.95,521
562923,340.90000000000003,134
562924,98.38,45
562925,625.8,84
562926,350.58,302
562928,1127.38,1077
562929,126.30000000000001,75
562930,354.68,184
562931,222.48,210
562932,282.97,321
562933,2697.53,631
562934,1763.75,355
562935,1253.05,391
562936,110.64,41
562937,1.65,1
562939,660.76,484
562940,337.5,50
562941,17.4,12
562942,176.85000000000002,23
562944,371.3,189
562946,2500.0,1
562947,403.05,113
562948,101.76,96
562949,759.14,501
562950,285.68,230
562951,252.62,108
562955,16677.260000000002,2501
562960,438.4,315
562963,144.15,129
562964,642.36,383
562965,666.8,490
562966,424.08000000000004,360
562967,327.12,304
562968,325.32,222
562973,1234.0,1112
562980,1552.6,737
562984,403.05,226
562999,363.33,415
563011,109.97999999999999,46
563012,272.96999999999997,188
563013,197.1,112
563014,383.96,228
563015,0.0,380
563016,710.2,707
563017,489.86,388
563018,250.36,301
563019,595.72,344
563020,605.14,385
563021,255.73999999999998,178
563022,318.65,213
563023,534.34,210
563024,219.76,68
563025,1.69,1
563026,306.82,161
563027,5.4,2
563028,83.25,31
563029,899.36,488
563030,185.61,99
563031,137.5,81
563032,256.88,264
563033,140.84,114
563034,314.86,212
563035,205.22,72
563036,400.6,234
563037,469.25,340
563038,940.64,846
563060,163.24,297
563061,471.32,424
563062,120.42,70
563070,349.02000000000004,191
563071,332.89,163
563073,319.34,374
563074,9349.72,6098
563075,252.1,158
563076,19150.66,14730
563078,480.65,251
563079,17.700000000000003,6
563080,37.14,10
563088,43.489999999999995,7
563089,304.3,128
563090,389.36,323
563091,292.87,137
563092,15.0,4
563093,1319.78,273
563094,668.5600000000001,536
563095,305.34000000000003,190
563096,324.72,184
563097,316.99,190
563098,1396.66,554
563099,150.6,28
563100,1268.74,568
563103,159.20000000000002,74
563104,366.11,180
563110,509.08,407
563111,384.6,250
563112,304.63,284
563137,153.85,55
563147,81.0,84
563149,101.76,96
563150,306.33,281
563155,138.68,121
563160,39.95,1
563161,211.88,248
563162,339.26,286
563163,1069.2,412
563164,505.79999999999995,204
563165,825.6,992
563166,1181.44,872
563167,287.15000000000003,335
563168,210.05,195
563169,768.97,491
563170,243.20999999999998,195
563171,308.31,252
563172,209.62,175
563173,528.0,320
563174,337.0,184
563175,339.3,138
563176,96.86,63
563177,65.0,1
563178,208.39,129
563179,608.76,374
563180,212.64,176
563181,161.4,62
563182,138.32,80
563183,860.98,454
563184,153.64,66
563188,303.22,118
563189,412.88,180
563190,6.25,5
563191,326.75,247
563192,311.20000000000005,112
563193,1554.35,533
563194,320.3,65
563195,1598.57,389
563196,156.75,77
565080,40.0,32
565082,75.3,14
565083,334.46000000000004,244
565084,576.74,846
565086,52.5,7
565087,137.38,20
565088,318.01,335
565090,43.8,24
565091,299.25,195
565092,307.62,233
565093,428.6,236
565114,345.09999999999997,530
565115,252.11,127
565116,2297.52,1322
565117,2016.32,892
565118,559.72,208
565119,422.08,422
565120,183.6,72
565121,149.70000000000002,46
565122,476.76000000000005,1686
565123,480.0,96
565124,509.01,211
565125,126.5,44
565126,180.1,390
565127,118.80000000000001,24
565128,319.95,93
565129,515.17,251
565133,322.98,162
565139,550.98,346
565141,354.39,212
565142,152.64000000000001,144
565143,3.3,2
565144,457.6,220
565145,2732.92,2692
565146,208.79999999999998,144
565147,459.92,300
565149,174.06,334
565150,5590.67,4871
565151,522.97,222
565152,387.49,251
565153,143.8,102
565154,49.5,30
565155,608.1,222
565156,305.28000000000003,221
565157,85.92,48
565158,25.0,20
565181,1386.0,1368
565186,111.03,135
565192,11.549999999999999,7
565197,249.76,137
565198,346.98,300
565199,309.89,111
565200,125.55,98
565201,676.36,374
565202,227.85000000000002,123
565204,310.7,576
565205,99.4,44
565206,117.06,102
565207,260.49,111
565208,305.96000000000004,100
565209,112.75,79
565210,191.74,478
565211,121.23,189
565212,77.31,25
565213,2242.3199999999997,1776
565214,1638.24,408
565216,114.60000000000001,28
565217,207.35999999999999,288
565218,975.54,485
565219,387.52,334
565220,149.35,49
565221,373.8,236
565222,821.0,450
565223,386.74,112
565224,207.73,111
565225,121.92,80
565226,301.2,274
565228,1250.4,1128
565230,1585.92,437
565231,1542.6299999999999,465
565232,1423.1,312
565233,1656.08,456
565234,2201.61,501
565235,402.0,484
565236,399.34,232
565238,301.85,134
565239,608.0799999999999,273
565240,1047.12,372
565241,822.24,904
565242,89.06,129
565243,770.9300000000001,621
565244,125.45,57
565245,306.96,268
565246,642.28,310
565247,543.6,352
565248,112.86,72
565249,115.31,78
565250,171.5,66
565251,11.309999999999999,27
565261,465.68,314
565285,1821.6,628
565286,814.53,130
565287,309.45,163
565288,0.0,101
565289,749.13,163
565291,4913.52,1680
565292,553.08,312
565293,561.6,288
565295,317.0,227
565303,286.85,258
565309,300.2,164
565311,344.88,120
565312,145.02,69
565315,416.24,320
565316,311.85,197
565317,598.38,288
565318,560.54,322
565320,461.77,569
565321,269.58,100
565322,65.1,54
565324,169.85,105
565325,312.64,140
565326,120.02,55
565327,267.8,132
565328,241.0,44
565329,113.31,59
565330,33.0,20
565331,122.2,63
565332,381.54,260
565333,230.3,87
565338,82.36,92
565346,16.5,6
565350,180.47000000000003,114
565366,690.15,265
565367,7.4399999999999995,12
565372,162.72,48
565377,852.8,1
565378,2605.74,562
565380,220.2,52
565381,429.38,137
565383,103.22,35
565384,386.32,172
565386,269.16999999999996,189
565387,50.4,120
565388,462.35,203
565396,1476.28,368
565397,363.79,167
565398,855.28,487
565399,3.12,8
565400,1.65,1
565401,414.19,162
565404,72.84,60
565405,220.04000000000002,96
565406,188.29999999999998,144
565407,305.08,198
565408,125.46,74
565409,316.62,341
565410,835.08,302
565411,457.8,223
565412,629.04,1272
565413,431.73,233
565414,121.19999999999999,85
565415,224.67,216
565416,358.66,404
565417,295.04,180
565418,323.73,93
565419,573.46,216
565420,313.05,85
565421,161.82,98
565423,91.86,39
565424,300.04,92
565426,135.18,109
565427,235.54,81
565429,182.12,57
565430,359.25,340
565431,474.5,353
565432,244.27,107
565433,124.5,12
565434,673.29,773
565435,34.0,8
565436,360.96,270
565437,568.25,261
565438,161.05,77
565439,554.21,377
565440,761.6800000000001,266
565441,110.04,57
565442,819.26,559
565443,891.8199999999999,509
565444,128.9,34
565445,401.4,277
565446,400.24,200
565447,625.1,326
565448,49.650000000000006,19
565449,34.8,24
565450,323.16,172
565451,752.6700000000001,319
565452,316.84000000000003,228
565453,582.9,374
565454,117.15,49
565455,114.56,58
565456,236.78,216
565457,538.8000000000001,169
565458,477.7,202
565459,859.6800000000001,864
565460,1414.64,2300
565461,224.8,102
565462,304.95,373
565463,335.8,208
565464,31.6,8
565465,581.39,409
565466,147.7,82
565467,315.78,178
565468,51.550000000000004,13
565469,591.3,54
565470,275.7,202
565471,859.32,514
565472,385.04,277
565473,423.5,240
565474,50.0,1
565475,7480.0599999999995,5034
565476,958.8000000000001,456
565478,195.42,138
565479,307.03000000000003,142
565480,102.0,40
565481,122.22,32
565488,205.3,37
565491,2251.94,1066
565492,177.60000000000002,96
565513,313.08000000000004,276
565515,457.8,213
565519,1092.35,234
565541,575.68,577
565542,497.61,307
565563,183.83,104
565565,131.64,34
565569,48.3,18
565577,7.5,2
565579,134.9,95
565580,1298.18,682
565583,253.55,51
565584,315.17,165
565585,306.82,232
565586,33.04,24
565587,537.3,148
565588,299.67,231
565589,691.1999999999999,288
565590,324.5,179
565591,177.60000000000002,96
565592,480.00000000000006,240
565593,344.07,307
565594,312.49,322
565595,447.62,297
565596,301.32,203
565598,213.04000000000002,78
565610,357.34,226
565611,401.94,238
565612,457.7,186
565613,263.2,254
565614,82.75,41
565616,472.64,355
565617,1458.44,476
565618,347.88,338
565631,1226.16,568
565643,356.75,207
565644,299.16,156
565648,238.35,192
565649,482.8,158
565664,775.94,573
565665,488.21,285
565667,174.86,102
565668,378.75,291
565669,149.12,192
565670,656.46,316
565672,556.26,326
565673,340.56,104
565674,224.28,74
565675,2184.59,601
565676,238.68,106
565677,192.4,92
565678,17.4,12
565679,310.6,78
565680,100.8,240
565682,835.95,467
565684,189.6,144
565685,638.4000000000001,384
565723,301.80000000000007,158
565724,185.0,120
565725,537.9,542
565726,1134.69,745
565727,332.89,265
565728,549.7,304
565729,25.200000000000003,12
565730,347.3,169
565731,125.0,68
565732,257.8,140
565733,164.4,80
565734,387.26,221
565735,15.0,1
565736,155.51999999999998,432
565737,303.93,172
565738,582.8,277
565740,430.32,192
565741,354.62,164
565747,315.65,103
565748,4005.35,1145
565749,228.84,140
565750,151.74,114
565751,258.64,115
565753,99.0,12
565754,64.8,48
565755,6.5,2
565756,503.08000000000004,224
565757,183.36,136
565758,199.29999999999998,142
565759,358.84000000000003,327
565760,16.5,10
565763,939.96,1604
565764,34.75,7
565765,520.3,318
565766,591.86,367
565767,2812.84,610
565768,262.40000000000003,142
565769,300.7,164
565776,724.01,483
565777,106.80000000000001,21
565778,159.85000000000002,59
565779,477.93,391
565780,64.0,32
565781,701.38,450
565782,303.92,176
565783,18.72,48
565784,359.05,104
565785,200.0,5
565788,353.48,316
565790,591.14,480
565791,189.60000000000002,96
565792,180.12,112
565793,177.60000000000002,96
565794,567.6,312
565795,260.63,149
565796,266.48,226
565800,809.0699999999999,417
565801,549.24,268
565802,174.71,177
565803,871.25,454
565805,348.0,186
565806,520.31,319
565807,315.2,170
565808,23.0,4
565835,127.37,46
565836,3200.28,2186
565838,393.40000000000003,104
565839,313.6,187
565840,1746.79,540
565841,1528.29,426
565842,149.64000000000001,108
565844,331.24,247
565845,588.3000000000001,342
565846,121.5,60
565847,5557.66,758
565849,323.68,236
565850,524.85,219
565851,637.29,332
565852,14.1,7
565853,413.99,205
565854,1035.82,650
565855,324.96,308
565856,155.8,116
565857,1464.58,942
565858,534.24,504
565859,426.07,336
565860,9.36,24
565861,20.8,4
565862,349.35,109
565863,402.79,393
565865,1304.7,719
565870,15.0,1
565877,304.24,133
565901,1094.9,666
565914,89.64,180
565915,480.52,340
565916,504.35,186
565917,1752.59,411
565918,127.73,66
565919,1846.68,517
565920,591.02,435
565921,416.90000000000003,146
565922,308.9,218
565923,590.4,388
565924,360.48,552
565926,310.2,224
565927,1132.3799999999999,460
565928,958.6800000000001,490
565929,91.32000000000001,73
565930,1057.18,649
565931,404.31,211
565932,222.45000000000002,87
565933,15.0,1
565934,443.0,335
565936,829.4399999999999,1152
565937,126.74,52
565967,1944.6,1012
565971,282.68,179
565975,2.08,1
565990,371.7,260
565993,303.3,86
565994,121.74000000000001,38
565995,418.34,230
566001,14.99,11
566005,161.69,88
566006,286.86,288
566008,153.99,91
566009,51.839999999999996,72
566010,390.47,448
566013,1006.4,602
566014,355.08000000000004,205
566015,45.78,78
566016,591.9,470
566017,412.71,351
566018,473.29,301
566019,441.49,121
566020,132.7,54
566021,312.45,234
566022,49.5,10
566023,496.44,424
566024,538.4,204
566025,159.79,65
566026,74.4,24
566027,121.81,91
566028,320.0,1000
566033,243.31,204
566035,413.58,286
566037,291.84000000000003,240
566038,191.73000000000002,73
566039,334.54,194
566040,459.99,243
566041,961.58,532
566042,182.9,90
566043,421.18,136
566044,25.200000000000003,12
566045,105.0,50
566046,78.9,118
566047,117.36,140
566048,322.77,244
566049,309.79,175
566050,324.0,70
566051,86.0,56
566052,186.32,160
566053,120.97999999999999,77
566054,205.8,125
566055,227.79,97
566056,4.11,6
566057,174.07,370
566058,183.92000000000002,200
566059,86.0,9
566060,1878.67,469
566061,318.4,132
566062,482.07,251
566063,170.88,96
566064,0.0,1
566072,37.77,6
566073,354.53000000000003,94
566074,344.9,104
566075,205.67000000000002,105
566076,1087.7,372
566077,296.64,204
566079,985.62,782
566080,15.0,1
566081,253.99,95
566082,70.6,35
566083,85.92,96
566085,190.57,104
566086,584.4,91
566087,493.4,224
