InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C570221,23247,BISCUIT TIN 50'S CHRISTMAS,-2,2011-09-10 12:56:00,2.89,13113.0,United Kingdom
C570221,21976,PACK OF 60 MUSHROOM CAKE CASES,-5,2011-09-10 12:56:00,0.55,13113.0,United Kingdom
C570221,84992,72 SWEETHEART FAIRY CAKE CASES,-10,2011-09-10 12:56:00,0.55,13113.0,United Kingdom
C570221,21212,PACK OF 72 RETROSPOT CAKE CASES,-8,2011-09-10 12:56:00,0.55,13113.0,United Kingdom
C570221,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-4,2011-09-10 12:56:00,0.55,13113.0,United Kingdom
C570221,20725,LUNCH BAG RED RETROSPOT,-10,2011-09-10 12:56:00,1.65,13113.0,United Kingdom
C570221,22384,LUNCH BAG PINK POLKADOT,-7,2011-09-10 12:56:00,1.65,13113.0,United Kingdom
C570221,22355,CHARLOTTE BAG SUKI DESIGN,-9,2011-09-10 12:56:00,0.85,13113.0,United Kingdom
C570221,21936,RED RETROSPOT PICNIC BAG,-11,2011-09-10 12:56:00,2.95,13113.0,United Kingdom
C570221,23298,SPOTTY BUNTING,-49,2011-09-10 12:56:00,3.74,13113.0,United Kingdom
C570221,47566,PARTY BUNTING,-20,2011-09-10 12:56:00,3.74,13113.0,United Kingdom
C570221,22694,WICKER STAR,-9,2011-09-10 12:56:00,2.1,13113.0,United Kingdom
C570274,22469,HEART OF WICKER SMALL,-33,2011-10-10 10:52:00,1.45,13113.0,United Kingdom
C570274,22423,REGENCY CAKESTAND 3 TIER,-6,2011-10-10 10:52:00,10.95,13113.0,United Kingdom
C570276,22138,BAKING SET 9 PIECE RETROSPOT,-3,2011-10-10 11:03:00,4.95,17419.0,United Kingdom
C570278,22366,DOORMAT AIRMAIL,-24,2011-10-10 11:05:00,7.08,14534.0,United Kingdom
C570279,M,Manual,-3,2011-10-10 11:06:00,8.0,13694.0,United Kingdom
C570283,23355,HOT WATER BOTTLE KEEP CALM,-1,2011-10-10 11:20:00,4.95,12708.0,Germany
C570283,85053,FRENCH ENAMEL CANDLEHOLDER,-1,2011-10-10 11:20:00,2.1,12708.0,Germany
C570283,22962,JAM JAR WITH PINK LID,-3,2011-10-10 11:20:00,0.85,12708.0,Germany
C570290,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-4,2011-10-10 11:54:00,3.75,14665.0,United Kingdom
C570290,21232,STRAWBERRY CERAMIC TRINKET BOX,-12,2011-10-10 11:54:00,1.25,14665.0,United Kingdom
C570290,21231,SWEETHEART CERAMIC TRINKET BOX,-12,2011-10-10 11:54:00,1.25,14665.0,United Kingdom
C570290,21181,PLEASE ONE PERSON METAL SIGN,-12,2011-10-10 11:54:00,2.1,14665.0,United Kingdom
C570290,21175,GIN + TONIC DIET METAL SIGN,-12,2011-10-10 11:54:00,2.55,14665.0,United Kingdom
C570290,21166,COOK WITH WINE METAL SIGN,-12,2011-10-10 11:54:00,2.08,14665.0,United Kingdom
C570290,21137,BLACK RECORD COVER FRAME,-4,2011-10-10 11:54:00,3.75,14665.0,United Kingdom
C570290,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,-8,2011-10-10 11:54:00,4.25,14665.0,United Kingdom
C570290,84029E,RED WOOLLY HOTTIE WHITE HEART.,-8,2011-10-10 11:54:00,4.25,14665.0,United Kingdom
C570290,82001S,VINYL RECORD FRAME SILVER,-4,2011-10-10 11:54:00,3.75,14665.0,United Kingdom
C570290,23426,METAL SIGN DROP YOUR PANTS,-6,2011-10-10 11:54:00,2.89,14665.0,United Kingdom
C570290,23355,HOT WATER BOTTLE KEEP CALM,-8,2011-10-10 11:54:00,4.95,14665.0,United Kingdom
C570290,23344,JUMBO BAG 50'S CHRISTMAS,-20,2011-10-10 11:54:00,2.08,14665.0,United Kingdom
C570290,23207,LUNCH BAG ALPHABET DESIGN,-10,2011-10-10 11:54:00,1.65,14665.0,United Kingdom
C570290,23201,JUMBO BAG ALPHABET,-10,2011-10-10 11:54:00,2.08,14665.0,United Kingdom
C570290,23155,KNICKERBOCKERGLORY MAGNET ASSORTED,-24,2011-10-10 11:54:00,0.83,14665.0,United Kingdom
C570290,22865,HAND WARMER OWL DESIGN,-12,2011-10-10 11:54:00,2.1,14665.0,United Kingdom
C570290,22847,BREAD BIN DINER STYLE IVORY,-1,2011-10-10 11:54:00,16.95,14665.0,United Kingdom
C570290,22846,BREAD BIN DINER STYLE RED,-1,2011-10-10 11:54:00,16.95,14665.0,United Kingdom
C570290,22812,PACK 3 BOXES CHRISTMAS PANNETONE,-12,2011-10-10 11:54:00,1.95,14665.0,United Kingdom
C570290,22633,HAND WARMER UNION JACK,-12,2011-10-10 11:54:00,2.1,14665.0,United Kingdom
C570290,22384,LUNCH BAG PINK POLKADOT,-10,2011-10-10 11:54:00,1.65,14665.0,United Kingdom
C570290,22367,CHILDRENS APRON SPACEBOY DESIGN,-8,2011-10-10 11:54:00,1.95,14665.0,United Kingdom
C570290,21908,CHOCOLATE THIS WAY METAL SIGN,-12,2011-10-10 11:54:00,2.1,14665.0,United Kingdom
C570290,21481,FAWN BLUE HOT WATER BOTTLE,-4,2011-10-10 11:54:00,3.75,14665.0,United Kingdom
C570291,20727,LUNCH BAG  BLACK SKULL.,-10,2011-10-10 11:56:00,1.65,12731.0,France
570294,84249A,damaged,-25,2011-10-10 12:00:00,0.0,,United Kingdom
C570301,M,Manual,-1,2011-10-10 12:04:00,682.05,16900.0,United Kingdom
C570331,51014C,"FEATHER PEN,COAL BLACK",-1,2011-10-10 12:18:00,0.39,14606.0,United Kingdom
570403,47574A,check,-61,2011-10-10 12:45:00,0.0,,United Kingdom
C570406,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-1,2011-10-10 12:52:00,9.95,17841.0,United Kingdom
C570406,23191,BUNDLE OF 3 RETRO NOTE BOOKS,-1,2011-10-10 12:52:00,1.65,17841.0,United Kingdom
570440,21424,damages,-40,2011-10-10 14:31:00,0.0,,United Kingdom
C570447,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,-1,2011-10-10 14:50:00,4.25,16791.0,United Kingdom
C570447,22728,ALARM CLOCK BAKELIKE PINK,-3,2011-10-10 14:50:00,3.75,16791.0,United Kingdom
C570450,75049L,LARGE CIRCULAR MIRROR MOBILE,-6,2011-10-10 15:00:00,0.85,13224.0,United Kingdom
C570453,M,Manual,-1,2011-10-10 15:19:00,821.9,,United Kingdom
C570454,BANK CHARGES,Bank Charges,-1,2011-10-10 15:21:00,472.77,,United Kingdom
C570456,S,SAMPLES,-1,2011-10-10 15:38:00,98.18,,United Kingdom
C570456,S,SAMPLES,-1,2011-10-10 15:38:00,4.88,,United Kingdom
C570460,23397,FOOT STOOL HOME SWEET HOME,-1,2011-10-10 15:42:00,9.95,17527.0,United Kingdom
C570463,BANK CHARGES,Bank Charges,-1,2011-10-10 15:59:00,49.65,,United Kingdom
C570464,S,SAMPLES,-1,2011-10-10 16:01:00,47.98,,United Kingdom
C570468,M,Manual,-1,2011-10-10 16:32:00,238.78,,United Kingdom
C570471,23169,CLASSIC GLASS COOKIE JAR,-3,2011-10-10 16:37:00,3.75,13408.0,United Kingdom
C570476,23503,PLAYING CARDS KEEP CALM & CARRY ON,-1,2011-10-10 16:54:00,1.25,17509.0,United Kingdom
C570477,22767,TRIPLE PHOTO FRAME CORNICE,-1,2011-10-10 16:55:00,9.95,14719.0,United Kingdom
C570478,22423,REGENCY CAKESTAND 3 TIER,-3,2011-10-10 16:55:00,10.95,14644.0,United Kingdom
C570478,23175,REGENCY MILK JUG PINK,-2,2011-10-10 16:55:00,3.25,14644.0,United Kingdom
C570480,22382,LUNCH BAG SPACEBOY DESIGN,-10,2011-10-10 17:00:00,1.65,17552.0,United Kingdom
C570483,22728,ALARM CLOCK BAKELIKE PINK,-2,2011-10-10 17:01:00,3.75,13078.0,United Kingdom
C570484,22576,SWALLOW WOODEN CHRISTMAS DECORATION,-6,2011-10-10 17:08:00,0.85,14911.0,EIRE
C570484,21696,SMALL SILVER TRELLIS CANDLEPOT,-12,2011-10-10 17:08:00,2.95,14911.0,EIRE
C570486,22138,BAKING SET 9 PIECE RETROSPOT,-6,2011-10-10 17:11:00,4.95,14533.0,United Kingdom
C570486,22492,MINI PAINT SET VINTAGE,-36,2011-10-10 17:11:00,0.65,14533.0,United Kingdom
C570487,CRUK,CRUK Commission,-1,2011-10-10 17:12:00,411.92,14096.0,United Kingdom
C570490,21671,RED SPOT CERAMIC DRAWER KNOB,-1,2011-10-10 17:16:00,1.45,14356.0,United Kingdom
C570490,22367,CHILDRENS APRON SPACEBOY DESIGN,-2,2011-10-10 17:16:00,1.95,14356.0,United Kingdom
C570490,22776,SWEETHEART 3 TIER CAKE STAND,-1,2011-10-10 17:16:00,9.95,14356.0,United Kingdom
C570508,21626,VINTAGE UNION JACK PENNANT,-12,2011-11-10 10:14:00,1.95,15706.0,United Kingdom
C570515,90201C,RED ENAMEL FLOWER RING,-6,2011-11-10 10:39:00,2.95,12719.0,France
C570515,90201B,BLACK ENAMEL FLOWER RING,-6,2011-11-10 10:39:00,2.95,12719.0,France
C570515,72741,GRAND CHOCOLATECANDLE,-1,2011-11-10 10:39:00,1.45,12719.0,France
C570552,85099F,JUMBO BAG STRAWBERRY,-100,2011-11-10 11:01:00,1.74,16029.0,United Kingdom
C570552,85099B,JUMBO BAG RED RETROSPOT,-300,2011-11-10 11:01:00,1.74,16029.0,United Kingdom
C570552,22961,JAM MAKING SET PRINTED,-192,2011-11-10 11:01:00,1.25,16029.0,United Kingdom
C570552,22386,JUMBO BAG PINK POLKADOT,-200,2011-11-10 11:01:00,1.74,16029.0,United Kingdom
C570552,22207,FRYING PAN UNION FLAG,-72,2011-11-10 11:01:00,3.75,16029.0,United Kingdom
C570552,21931,JUMBO STORAGE BAG SUKI,-100,2011-11-10 11:01:00,1.74,16029.0,United Kingdom
C570552,20712,JUMBO BAG WOODLAND ANIMALS,-200,2011-11-10 11:01:00,1.74,16029.0,United Kingdom
C570553,23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,-1,2011-11-10 11:01:00,4.15,14800.0,United Kingdom
C570556,22570,FELTCRAFT CUSHION RABBIT,-240,2011-11-10 11:10:00,3.39,16029.0,United Kingdom
C570556,22569,FELTCRAFT CUSHION BUTTERFLY,-192,2011-11-10 11:10:00,3.39,16029.0,United Kingdom
C570556,22568,FELTCRAFT CUSHION OWL,-144,2011-11-10 11:10:00,3.39,16029.0,United Kingdom
C570556,22273,FELTCRAFT DOLL MOLLY,-720,2011-11-10 11:10:00,2.3,16029.0,United Kingdom
C570556,22149,FELTCRAFT 6 FLOWER FRIENDS,-600,2011-11-10 11:10:00,1.85,16029.0,United Kingdom
C570556,22147,FELTCRAFT BUTTERFLY HEARTS,-840,2011-11-10 11:10:00,1.25,16029.0,United Kingdom
C570556,20971,PINK BLUE FELT CRAFT TRINKET BOX,-1296,2011-11-10 11:10:00,1.06,16029.0,United Kingdom
C570556,20969,RED FLORAL FELTCRAFT SHOULDER BAG,-144,2011-11-10 11:10:00,3.39,16029.0,United Kingdom
C570556,22568,FELTCRAFT CUSHION OWL,-144,2011-11-10 11:10:00,3.39,16029.0,United Kingdom
C570556,22273,FELTCRAFT DOLL MOLLY,-720,2011-11-10 11:10:00,2.55,16029.0,United Kingdom
C570556,20971,PINK BLUE FELT CRAFT TRINKET BOX,-1296,2011-11-10 11:10:00,1.06,16029.0,United Kingdom
C570556,20969,RED FLORAL FELTCRAFT SHOULDER BAG,-144,2011-11-10 11:10:00,3.39,16029.0,United Kingdom
C570573,21306,SET/4 DAISY MIRROR MAGNETS,-18,2011-11-10 11:25:00,0.29,14997.0,United Kingdom
570595,21823,check,-94,2011-11-10 11:47:00,0.0,,United Kingdom
570596,21803,check,-38,2011-11-10 11:48:00,0.0,,United Kingdom
570599,84596G,??,-365,2011-11-10 12:00:00,0.0,,United Kingdom
C570647,23343,JUMBO BAG VINTAGE CHRISTMAS,-100,2011-11-10 13:09:00,1.79,15125.0,United Kingdom
C570654,POST,POSTAGE,-1,2011-11-10 13:55:00,14.95,,United Kingdom
C570654,M,Manual,-1,2011-11-10 13:55:00,58.29,,United Kingdom
C570655,20979,36 PENCILS TUBE RED RETROSPOT,-2,2011-11-10 14:03:00,1.25,15208.0,United Kingdom
C570658,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,-3,2011-11-10 14:14:00,1.25,16120.0,United Kingdom
C570658,82616B,FRAPPUCINO SCARF KNITTING KIT,-9,2011-11-10 14:14:00,1.25,16120.0,United Kingdom
C570683,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-1,2011-11-10 16:09:00,2.08,16161.0,United Kingdom
C570683,20725,LUNCH BAG RED RETROSPOT,-1,2011-11-10 16:09:00,1.65,16161.0,United Kingdom
C570683,21718,RED METAL BEACH SPADE,-1,2011-11-10 16:09:00,1.25,16161.0,United Kingdom
C570683,23203,JUMBO BAG VINTAGE DOILY,-2,2011-11-10 16:09:00,2.08,16161.0,United Kingdom
C570683,21257,VICTORIAN SEWING BOX MEDIUM,-1,2011-11-10 16:09:00,7.95,16161.0,United Kingdom
C570683,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,-1,2011-11-10 16:09:00,1.65,16161.0,United Kingdom
C570683,85174,S/4 CACTI CANDLES,-1,2011-11-10 16:09:00,4.95,16161.0,United Kingdom
C570683,85014B,RED RETROSPOT UMBRELLA,-1,2011-11-10 16:09:00,5.95,16161.0,United Kingdom
C570684,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,-1,2011-11-10 16:24:00,1.65,14535.0,United Kingdom
C570684,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,-1,2011-11-10 16:24:00,1.65,14535.0,United Kingdom
C570684,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-4,2011-11-10 16:24:00,4.95,14535.0,United Kingdom
C570686,22962,JAM JAR WITH PINK LID,-2,2011-11-10 16:27:00,0.85,13418.0,United Kingdom
C570687,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-2,2011-11-10 16:28:00,1.25,14959.0,United Kingdom
C570687,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2011-11-10 16:28:00,7.95,14959.0,United Kingdom
570691,85231G,check,-110,2011-11-10 16:44:00,0.0,,United Kingdom
C570692,23169,CLASSIC GLASS COOKIE JAR,-2,2011-11-10 16:48:00,4.15,13359.0,United Kingdom
C570704,M,Manual,-18,2011-12-10 09:54:00,1.0,13208.0,United Kingdom
C570708,M,Manual,-600,2011-12-10 10:11:00,0.19,12908.0,United Kingdom
570711,21622,damages,-45,2011-12-10 10:14:00,0.0,,United Kingdom
570712,22121,?,-90,2011-12-10 10:15:00,0.0,,United Kingdom
C570727,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,2011-12-10 11:32:00,1.45,12471.0,Germany
C570775,POST,POSTAGE,-1,2011-12-10 11:45:00,18.0,12664.0,Finland
C570828,90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,-6,2011-12-10 13:15:00,1.65,14911.0,EIRE
C570828,90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,-6,2011-12-10 13:15:00,1.65,14911.0,EIRE
C570828,90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,-6,2011-12-10 13:15:00,1.65,14911.0,EIRE
C570828,90022,EDWARDIAN DROP EARRINGS JET BLACK,-4,2011-12-10 13:15:00,3.75,14911.0,EIRE
C570828,90018C,SILVER BLACK ORBIT DROP EARRINGS,-1,2011-12-10 13:15:00,4.25,14911.0,EIRE
C570828,90018A,SILVER M.O.P ORBIT DROP EARRINGS,-1,2011-12-10 13:15:00,4.25,14911.0,EIRE
C570828,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,-8,2011-12-10 13:15:00,3.75,14911.0,EIRE
C570828,90003E,GREEN PAIR HEART HAIR SLIDES,-4,2011-12-10 13:15:00,3.75,14911.0,EIRE
C570828,90003D,CRYSTAL PAIR HEART HAIR SLIDES,-4,2011-12-10 13:15:00,3.75,14911.0,EIRE
C570828,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,-4,2011-12-10 13:15:00,3.75,14911.0,EIRE
C570828,90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,-4,2011-12-10 13:15:00,3.75,14911.0,EIRE
C570828,90209C,PINK ENAMEL+GLASS HAIR COMB,-3,2011-12-10 13:15:00,2.1,14911.0,EIRE
C570828,90209A,PURPLE ENAMEL+GLASS HAIR COMB,-6,2011-12-10 13:15:00,2.1,14911.0,EIRE
C570828,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,-6,2011-12-10 13:15:00,2.55,14911.0,EIRE
C570828,90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,-4,2011-12-10 13:15:00,3.35,14911.0,EIRE
C570828,90202D,PINK ENAMEL FLOWER HAIR TIE,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90202C,GREEN ENAMEL FLOWER HAIR TIE,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90202B,WHITE ENAMEL FLOWER HAIR TIE,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90202A,PURPLE ENAMEL FLOWER HAIR TIE,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90192,JADE DROP EARRINGS W FILIGREE,-2,2011-12-10 13:15:00,4.95,14911.0,EIRE
C570828,90185C,BLACK DIAMANTE EXPANDABLE RING,-6,2011-12-10 13:15:00,4.25,14911.0,EIRE
C570828,90185B,AMETHYST DIAMANTE EXPANDABLE RING,-6,2011-12-10 13:15:00,4.25,14911.0,EIRE
C570828,90185A,AMBER DIAMANTE EXPANDABLE RING,-6,2011-12-10 13:15:00,4.25,14911.0,EIRE
C570828,90183A,AMBER DROP EARRINGS W LONG BEADS,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90182C,BLACK 3 BEAD DROP EARRINGS,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90177E,DROP DIAMANTE EARRINGS GREEN,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90177D,DROP DIAMANTE EARRINGS PURPLE,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90177C,DROP DIAMANTE EARRINGS CRYSTAL,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90177A,CLASSIC DIAMANTE EARRINGS JET,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90174,BUTTERFLY HAIR BAND,-6,2011-12-10 13:15:00,2.55,14911.0,EIRE
C570828,90170,DAISY HAIR BAND,-12,2011-12-10 13:15:00,1.65,14911.0,EIRE
C570828,90169,DAISY HAIR COMB,-6,2011-12-10 13:15:00,2.55,14911.0,EIRE
C570828,90168,2 DAISIES HAIR COMB,-6,2011-12-10 13:15:00,2.95,14911.0,EIRE
C570828,90118,PINK DAISY BAG CHARM,-6,2011-12-10 13:15:00,2.55,14911.0,EIRE
C570828,90108,BLUE BLOSSOM HAIR CLIP,-10,2011-12-10 13:15:00,1.05,14911.0,EIRE
C570828,90101,WHITE FRANGIPANI NECKLACE,-6,2011-12-10 13:15:00,2.55,14911.0,EIRE
C570828,90059F,DIAMANTE HAIR GRIP PACK/2 LT ROSE,-6,2011-12-10 13:15:00,1.65,14911.0,EIRE
C570828,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,-6,2011-12-10 13:15:00,1.65,14911.0,EIRE
C570828,90059D,DIAMANTE HAIR GRIP PACK/2 PERIDOT,-6,2011-12-10 13:15:00,1.65,14911.0,EIRE
C570831,90024B,NEW BAROQUE B'FLY NECKLACE RED,-2,2011-12-10 13:25:00,8.5,14911.0,EIRE
C570831,84616,SILVER ROCCOCO CHANDELIER,-2,2011-12-10 13:25:00,29.95,14911.0,EIRE
C570831,23064,CINDERELLA CHANDELIER,-2,2011-12-10 13:25:00,49.95,14911.0,EIRE
C570831,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,2011-12-10 13:25:00,9.95,14911.0,EIRE
C570835,23236,STORAGE TIN VINTAGE DOILY,-5,2011-12-10 13:46:00,2.89,12457.0,Switzerland
C570845,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,-1,2011-12-10 14:29:00,3.39,17017.0,United Kingdom
C570845,23327,HANGING CLEAR MINI BOTTLE,-4,2011-12-10 14:29:00,0.55,17017.0,United Kingdom
C570845,23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,-2,2011-12-10 14:29:00,2.49,17017.0,United Kingdom
C570845,23123,COCKTAIL SWORDS 50 PIECES,-3,2011-12-10 14:29:00,0.83,17017.0,United Kingdom
C570845,22197,POPCORN HOLDER,-3,2011-12-10 14:29:00,0.72,17017.0,United Kingdom
C570850,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-40,2011-12-10 14:44:00,2.55,15473.0,United Kingdom
C570853,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-40,2011-12-10 14:54:00,2.55,15473.0,United Kingdom
C570854,22086,PAPER CHAIN KIT 50'S CHRISTMAS,-40,2011-12-10 14:55:00,2.55,15473.0,United Kingdom
C570867,23290,SPACEBOY CHILDRENS BOWL,-8,2011-12-10 16:17:00,1.25,12607.0,USA
C570867,23289,DOLLY GIRL CHILDRENS BOWL,-8,2011-12-10 16:17:00,1.25,12607.0,USA
C570867,23256,CHILDRENS CUTLERY SPACEBOY,-4,2011-12-10 16:17:00,4.15,12607.0,USA
C570867,23255,CHILDRENS CUTLERY CIRCUS PARADE,-4,2011-12-10 16:17:00,4.15,12607.0,USA
C570867,23254,CHILDRENS CUTLERY DOLLY GIRL,-4,2011-12-10 16:17:00,4.15,12607.0,USA
C570867,23229,VINTAGE DONKEY TAIL GAME,-6,2011-12-10 16:17:00,3.75,12607.0,USA
C570867,23167,SMALL CERAMIC TOP STORAGE JAR,-12,2011-12-10 16:17:00,0.83,12607.0,USA
C570867,23166,MEDIUM CERAMIC TOP STORAGE JAR,-12,2011-12-10 16:17:00,1.25,12607.0,USA
C570867,23165,LARGE CERAMIC TOP STORAGE JAR,-12,2011-12-10 16:17:00,1.65,12607.0,USA
C570867,23159,SET OF 5 PANCAKE DAY MAGNETS,-12,2011-12-10 16:17:00,2.08,12607.0,USA
C570867,23156,SET OF 5 MINI GROCERY MAGNETS,-12,2011-12-10 16:17:00,2.08,12607.0,USA
C570867,23078,ICE CREAM PEN LIP GLOSS,-24,2011-12-10 16:17:00,1.25,12607.0,USA
C570867,23077,DOUGHNUT LIP GLOSS,-20,2011-12-10 16:17:00,1.25,12607.0,USA
C570867,23014,GLASS APOTHECARY BOTTLE ELIXIR,-4,2011-12-10 16:17:00,3.95,12607.0,USA
C570867,22989,SET 2 PANTRY DESIGN TEA TOWELS,-6,2011-12-10 16:17:00,3.25,12607.0,USA
C570867,22983,CARD BILLBOARD FONT,-12,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22974,CHILDRENS DOLLY GIRL MUG,-12,2011-12-10 16:17:00,1.65,12607.0,USA
C570867,22972,CHILDREN'S SPACEBOY MUG,-12,2011-12-10 16:17:00,1.65,12607.0,USA
C570867,22959,WRAP CHRISTMAS VILLAGE,-25,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22951,60 CAKE CASES DOLLY GIRL DESIGN,-24,2011-12-10 16:17:00,0.55,12607.0,USA
C570867,22949,36 DOILIES DOLLY GIRL,-12,2011-12-10 16:17:00,1.45,12607.0,USA
C570867,22938,CUPCAKE LACE PAPER SET 6,-12,2011-12-10 16:17:00,1.95,12607.0,USA
C570867,22922,FRIDGE MAGNETS US DINER ASSORTED,-12,2011-12-10 16:17:00,0.85,12607.0,USA
C570867,22848,BREAD BIN DINER STYLE PINK,-1,2011-12-10 16:17:00,16.95,12607.0,USA
C570867,22818,CARD CHRISTMAS VILLAGE,-12,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,-10,2011-12-10 16:17:00,1.65,12607.0,USA
C570867,22738,RIBBON REEL SNOWY VILLAGE,-10,2011-12-10 16:17:00,1.65,12607.0,USA
C570867,22737,RIBBON REEL CHRISTMAS PRESENT,-10,2011-12-10 16:17:00,1.65,12607.0,USA
C570867,22736,RIBBON REEL MAKING SNOWMEN,-10,2011-12-10 16:17:00,1.65,12607.0,USA
C570867,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,-6,2011-12-10 16:17:00,2.89,12607.0,USA
C570867,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-3,2011-12-10 16:17:00,4.95,12607.0,USA
C570867,22712,CARD DOLLY GIRL,-12,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22708,WRAP DOLLY GIRL,-25,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22706,WRAP COWBOYS,-25,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22668,PINK BABY BUNTING,-5,2011-12-10 16:17:00,2.95,12607.0,USA
C570867,22649,STRAWBERRY FAIRY CAKE TEAPOT,-8,2011-12-10 16:17:00,4.95,12607.0,USA
C570867,22619,SET OF 6 SOLDIER SKITTLES,-4,2011-12-10 16:17:00,3.75,12607.0,USA
C570867,22551,PLASTERS IN TIN SPACEBOY,-12,2011-12-10 16:17:00,1.65,12607.0,USA
C570867,22492,MINI PAINT SET VINTAGE,-36,2011-12-10 16:17:00,0.65,12607.0,USA
C570867,22449,SILK PURSE BABUSHKA PINK,-6,2011-12-10 16:17:00,3.35,12607.0,USA
C570867,22417,PACK OF 60 SPACEBOY CAKE CASES,-24,2011-12-10 16:17:00,0.55,12607.0,USA
C570867,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,-12,2011-12-10 16:17:00,1.25,12607.0,USA
C570867,22360,GLASS JAR ENGLISH CONFECTIONERY,-6,2011-12-10 16:17:00,2.95,12607.0,USA
C570867,22326,ROUND SNACK BOXES SET OF4 WOODLAND,-6,2011-12-10 16:17:00,2.95,12607.0,USA
C570867,22204,MILK PAN BLUE POLKADOT,-4,2011-12-10 16:17:00,3.75,12607.0,USA
C570867,22199,FRYING PAN RED RETROSPOT,-4,2011-12-10 16:17:00,4.25,12607.0,USA
C570867,22139,RETROSPOT TEA SET CERAMIC 11 PC,-3,2011-12-10 16:17:00,4.95,12607.0,USA
C570867,22138,BAKING SET 9 PIECE RETROSPOT,-3,2011-12-10 16:17:00,4.95,12607.0,USA
C570867,22090,PAPER BUNTING RETROSPOT,-6,2011-12-10 16:17:00,2.95,12607.0,USA
C570867,22050,PINK PAISLEY ROSE GIFT WRAP,-25,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22048,BIRTHDAY BANQUET GIFT WRAP,-25,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22046,TEA PARTY  WRAPPING PAPER,-25,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22029,SPACEBOY BIRTHDAY CARD,-12,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,22027,TEA PARTY BIRTHDAY CARD,-12,2011-12-10 16:17:00,0.42,12607.0,USA
C570867,21976,PACK OF 60 MUSHROOM CAKE CASES,-24,2011-12-10 16:17:00,0.55,12607.0,USA
C570867,21974,SET OF 36 PAISLEY FLOWER DOILIES,-12,2011-12-10 16:17:00,1.45,12607.0,USA
C570867,21915,RED  HARMONICA IN BOX,-12,2011-12-10 16:17:00,1.25,12607.0,USA
C570867,21891,TRADITIONAL WOODEN SKIPPING ROPE,-12,2011-12-10 16:17:00,1.45,12607.0,USA
C570867,21671,RED SPOT CERAMIC DRAWER KNOB,-12,2011-12-10 16:17:00,1.45,12607.0,USA
